INSTITUICAO_ENSINO_ALUNO_2020,NOME,IDADE_ALUNO_2020,ANOS_PM_2020,FASE_TURMA_2020,PONTO_VIRADA_2020,INDE_2020,INDE_CONCEITO_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020
Escola Pública,ALUNO-1136,14,1,4E,Não,77379188333333296,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,958335,2024-02-07 00:00:00,5,7666666666666660,8125-07-01 00:00:00,76250025,10
UNISA,ALUNO-1137,19,1,8A,,9338335,A,Topázio,Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,,958335,10,2024-05-07 00:00:00,2024-07-09 00:00:00,0,0,10
Escola Pública,ALUNO-1139,12,1,2C,Não,74925006666666592,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,691668,2024-09-08 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00,7708333333333330,7499996666666660,5
Escola Pública,ALUNO-1141,13,1,2D,Não,69812520000000000,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8500020000000000,7,2024-05-07 00:00:00,6,8125-07-01 00:00:00,2024-05-07 00:00:00,5
Escola Pública,ALUNO-1142,17,3,6A,Não,5968749333333330,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,2024-05-07 00:00:00,7,6.25,31666666666666600,7.1875,670833,5
Escola Pública,ALUNO-1145,15,0,3J,Não,6225555333333330,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,916668,2024-01-06 00:00:00,6875,4666666666666660,8125,5777770000000000,5
Escola Pública,ALUNO-1148,16,2,4F,Não,30650014999999900,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,666667,2024-02-01 00:00:00,2024-05-02 00:00:00,0,5,45416725,5
Escola Pública,ALUNO-1149,10,1,0E,Não,7029166999999990,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9500020000000000,10,5625,9,2024-05-02 00:00:00,4833325,5
Escola Pública,ALUNO-1150,9,2,1H,Não,8673890666666660,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9500020000000000,2024-08-08 00:00:00,2024-05-07 00:00:00,2024-05-09 00:00:00,7916666666666660,761111,10
Escola Pública,ALUNO-1156,13,1,3B,Não,8281250333333330,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,833334,9,2024-05-07 00:00:00,8666666666666660,8125-07-01 00:00:00,6916665,10
UNISA,ALUNO-1158,18,1,8A,,8818335000000000,B,Ametista,Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,,958335,10,2024-05-07 00:00:00,2024-04-08 00:00:00,0,0,10
Escola Pública,ALUNO-1159,15,1,3F,Sim,8552224666666660,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,916668,2024-09-09 00:00:00,6875,9333333333333330,8125,8944449999999990,5
Escola Pública,ALUNO-1161,14,2,3L,Não,62183348333333296,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10000020000000000,2024-08-07 00:00:00,4375,4666666666666660,5625,61249975,5
Escola Pública,ALUNO-1165,13,1,2D,Não,8080002,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8000020000000000,2024-09-09 00:00:00,2024-05-07 00:00:00,9,2024-05-07 00:00:00,2024-05-07 00:00:00,5
Escola Pública,ALUNO-1166,13,3,2E,Não,56905573333333296,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9500020000000000,2024-03-06 00:00:00,5,4,6.25,5277776666666660,5
Escola Pública,ALUNO-1167,9,1,1F,Não,7627502,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9500020000000000,2024-07-08 00:00:00,6.25,2024-05-04 00:00:00,8125,8,10
Escola Pública,ALUNO-1168,11,0,1M,Não,8043751,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,79166799999999904,2024-05-08 00:00:00,2024-05-07 00:00:00,10,7.1875,7916665,5
Escola Pública,ALUNO-1170,9,1,1G,Não,8178752,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8000020000000000,2024-03-08 00:00:00,2024-05-07 00:00:00,9,7.1875,7.25,10
Escola Pública,ALUNO-1171,12,1,3C,Sim,8925003,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9583350000000000,2024-05-09 00:00:00,6.25,8333333333333330,8749999999999990,9500006666666660,10
Escola Pública,ALUNO-1172,10,2,1D,Não,6268752,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9500020000000000,5,2024-05-07 00:00:00,2024-05-04 00:00:00,7.1875,7.25,5
Escola Pública,ALUNO-1173,15,1,5B,Não,4420833666666660,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,791667,2,3.75,0,6875,5833333333333330,10
Escola Pública,ALUNO-1174,15,1,5F,Sim,73906255000000000,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,708333,7,6875,5,828125,88333375,10
Escola Pública,ALUNO-1175,10,0,1K,Não,5367224,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8500020000000000,2024-01-05 00:00:00,2024-05-07 00:00:00,0,7916666666666660,7277776666666660,5
Escola Pública,ALUNO-1176,15,3,5B,Não,8233335,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,875001,8,8.75,6333333333333330,9166666666666660,8500003333333330,10
Escola Pública,ALUNO-1178,13,1,2M,Não,5692918,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8000020000000000,2024-01-03 00:00:00,6875,4.25,7.1875,758333,5
Escola Pública,ALUNO-1181,10,1,0D,Não,7745836000000000,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,10,5625,10,2024-05-02 00:00:00,766667,5
Escola Pública,ALUNO-1187,13,1,2G,Não,7060279333333330,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,2024-01-08 00:00:00,2024-05-07 00:00:00,2024-05-04 00:00:00,8125,7888886666666660,5
Escola Pública,ALUNO-1188,17,1,7A,Não,5461458666666660,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,791667,1,2024-05-07 00:00:00,4333333333333330,703125,5.75,10
UNISA,ALUNO-1189,19,1,8A,,9218335,A,Topázio,Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,,958335,10,2024-05-07 00:00:00,2024-04-09 00:00:00,0,0,10
Escola Pública,ALUNO-1190,11,1,2N,Não,8100557333333330,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8500020000000000,2024-06-09 00:00:00,6875,8,6875,6777776666666660,10
Rede Decisão/União,ALUNO-1191,12,3,3B,Não,6828125666666660,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,791667,2024-05-09 00:00:00,4375,33333333333333300,765625,6333335,10
Escola Pública,ALUNO-1193,11,0,2L,Não,6912779333333330,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9000020000000000,2024-08-06 00:00:00,2024-05-07 00:00:00,3.75,7083333333333330,7222219999999990,10
Escola Pública,ALUNO-1195,11,0,2D,Não,8153752,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8500020000000000,2024-08-08 00:00:00,2024-05-07 00:00:00,7,4375-08-01 00:00:00,7.75,10
Rede Decisão/União,ALUNO-1197,16,4,6A,Não,7820418166666660,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,875001,2024-08-08 00:00:00,6.25,5333333333333330,4375-08-01 00:00:00,82500025,10
Escola Pública,ALUNO-1198,11,0,1K,Não,6790556666666660,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9000020000000000,2024-08-05 00:00:00,5,2024-05-07 00:00:00,7083333333333330,7611106666666660,5
Escola Pública,ALUNO-1200,16,2,6B,Não,7520000166666660,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,791667,2024-06-07 00:00:00,6.25,5833333333333330,2024-05-07 00:00:00,8333332500000000,10
Escola Pública,ALUNO-1205,9,1,1A,Sim,8962503,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,700002,2024-05-09 00:00:00,2024-05-07 00:00:00,10,8125,9000005,10
Escola Pública,ALUNO-1215,10,1,1D,Sim,8700003,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10000020000000000,2024-05-09 00:00:00,2024-05-07 00:00:00,10,2024-05-07 00:00:00,9000005,5
UNISA,ALUNO-1216,18,1,8A,,7218335,C,Ágata,Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,,958335,0,2024-05-07 00:00:00,2024-04-09 00:00:00,0,0,10
Rede Decisão/União,ALUNO-1217,13,4,3A,Sim,8443336,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,833334,2024-08-08 00:00:00,4375,8,9375,937501,10
Rede Decisão/União,ALUNO-1218,17,3,7B,Sim,8840628,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,916668,2024-05-09 00:00:00,2024-05-07 00:00:00,2024-05-07 00:00:00,890625,9416675000000000,10
Escola Pública,ALUNO-1219,13,3,4B,Sim,7974724666666660,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,833334,2024-07-09 00:00:00,2024-05-07 00:00:00,38333333333333296,8958333333333330,8944453333333330,10
Rede Decisão/União,ALUNO-1222,17,4,7B,Não,7533542000000000,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,916668,2024-06-06 00:00:00,6875,7,734375,7374995,10
Escola Pública,ALUNO-1223,11,1,1R,Sim,8350558,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8500020000000000,2024-06-08 00:00:00,2024-05-07 00:00:00,2024-05-09 00:00:00,8.75,877778,5
Escola Pública,ALUNO-1225,14,1,2P,Não,5984724,D,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,69166799999999904,8,2024-05-07 00:00:00,0,8541666666666660,7944446666666660,5
Escola Pública,ALUNO-1226,11,1,1R,Não,8129724666666660,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9500020000000000,2024-01-08 00:00:00,5625,2024-05-09 00:00:00,8.75,8611113333333330,5
Escola Pública,ALUNO-1228,11,1,2N,Não,7600000666666660,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,691668,2024-05-08 00:00:00,2024-05-07 00:00:00,2024-05-06 00:00:00,7916666666666660,6833329999999990,10
Escola Pública,ALUNO-1229,9,2,1J,Não,7917778666666660,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9500020000000000,2024-02-09 00:00:00,5625,8,5208333333333330,7222216666666660,10
Rede Decisão/União,ALUNO-1230,12,3,3L,Não,75670823333333296,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,624999,2024-07-09 00:00:00,2024-05-07 00:00:00,4666666666666660,4375-08-01 00:00:00,7375,10
Escola Pública,ALUNO-1231,12,3,2E,Não,60041660000000000,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,0,7,4375,7,6666666666666660,7999996666666660,5
Escola Pública,ALUNO-1232,12,1,2H,Não,6008751,D,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9500020000000000,2024-02-08 00:00:00,2024-05-07 00:00:00,0,7.1875,7249995,5
Escola Pública,ALUNO-1237,13,1,2G,Não,6985000666666660,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,79166799999999904,2024-03-08 00:00:00,2024-05-07 00:00:00,2024-05-05 00:00:00,2024-05-07 00:00:00,7166663333333330,5
Escola Pública,ALUNO-1238,8,2,1F,Não,8539168,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,74166799999999904,2024-08-08 00:00:00,2024-05-07 00:00:00,10,6875,8,10
Escola Pública,ALUNO-1241,11,2,2G,Não,4179721333333330,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,0,2024-01-02 00:00:00,2024-05-07 00:00:00,0,6875,6611106666666660,10
Escola Pública,ALUNO-1244,9,1,1B,Não,8742502000000000,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9500020000000000,2024-09-08 00:00:00,2024-05-07 00:00:00,2024-05-09 00:00:00,8125,7.75,10
